Paper ID,PMCID,DOI,Method,Full Text Europe PMC,HREF,Year,Author,Title
23390424,,,MS/MS,,http://www.ncbi.nlm.nih.gov/pubmed/23390424,2013,"Simm S, et al.",Defining the core proteome of the chloroplast envelope membranes.
19435936,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19435936,2009,"Koroleva OA, et al.","Dynamic behavior of Arabidopsis eIF4A-III, putative core protein of exon junction complex: fast relocation to nucleolus and splicing speckles under hypoxia."
15269332,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15269332,2004,"Lurin C, et al.",Genome-wide analysis of Arabidopsis pentatricopeptide repeat proteins reveals their essential role in organelle biogenesis
15967440,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15967440,2005,"Krause K, et al.",DNA-binding proteins of the Whirly family in Arabidopsis thaliana are targeted to the organelles
23118188,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23118188,2012,"Ling Q, et al.",Chloroplast biogenesis is regulated by direct action of the ubiquitin-proteasome system.
14996837,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/14996837,2004,"Levitan A, et al.",Unique features of plant mitochondrial sulfhydryl oxidase
15133128,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15133128,2004,"Lorkovic ZJ, et al.",Use of fluorescent protein tags to study nuclear organization of the spliceosomal machinery in transiently transformed living plant cells
16055690,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16055690,2005,"Engel ML, et al.",Green sperm. Identification of male gamete promoters in Arabidopsis
20735773,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20735773,2010,"Grefen C, et al.",A ubiquitin-10 promoter-based vector set for fluorescent protein tagging facilitates temporal stability and native protein distribution in transient and stable expression studies.
16857903,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16857903,2006,"Wang X, et al.","Brassinosteroids regulate dissociation of BKI1, a negative regulator of BRI1 signaling, from the plasma membrane"
23715472,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23715472,2013,"Qu X, et al.",Arabidopsis villins promote actin turnover at pollen tube tips and facilitate the construction of actin collars.
20876334,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20876334,2011,"Yokotani N, et al.","A novel chloroplast protein, CEST induces tolerance to multiple environmental stresses and reduces photooxidative damage in transgenic Arabidopsis."
22274653,,,MS/MS,,http://www.ncbi.nlm.nih.gov/pubmed/22274653,2012,"Lundquist PK, et al.",The functional network of the Arabidopsis plastoglobule proteome based on quantitative proteomics and genome-wide coexpression analysis.
12938931,,,MS/MS,,http://www.ncbi.nlm.nih.gov/pubmed/12938931,2003,"Froehlich JE, et al.",Proteomic study of the Arabidopsis thaliana chloroplastic envelope membrane utilizing alternatives to traditional two-dimensional electrophoresis
25165398,,,GFP,,http://doi.org/10.1104/pp.114.243824,2014,El Zawily AM et al.,"FRIENDLY regulates mitochondrial distribution, fusion, and quality control in Arabidopsis."
23596191,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23596191,2013,"Pérez-Pérez JM, et al.",Functional Redundancy and Divergence within the Arabidopsis RETICULATA-RELATED Gene Family.
ISI:000083652400012,,,GFP,,http://jxb.oxfordjournals.org/cgi/content/abstract/50/340/1713 ,1999,"Takahashi H, et al.",Cloning of an Arabidopsis cDNA encoding a chloroplast localizing sulphate transporter isoform
17562072,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/17562072,2007,"Bolter B, et al.",Localisation of Arabidopsis NDPK2--revisited
20833734,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20833734,2011,"Gattolin S, et al.",Mapping of Tonoplast Intrinsic Proteins in Maturing and Germinating Arabidopsis Seeds Reveals Dual Localization of Embryonic TIPs to the Tonoplast and Plasma Membrane.
19922653,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19922653,2009,"Gattolin S, et al.",In vivo imaging of the tonoplast intrinsic protein family in Arabidopsis roots.
11595795,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/11595795,2001,"Lee YJ, et al.",Identification of a signal that distinguishes between the chloroplast outer envelope membrane and the endomembrane system in vivo.
24116145,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/24116145,2013,"Park E, et al.",Myosin XIK of Arabidopsis thaliana accumulates at the root hair tip and is required for fast root hair growth.
24132784,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/24132784,2013,"Qiao J, et al.","PRDA1, a novel chloroplast nucleoid protein, is required for early chloroplast development and is involved in the regulation of plastid gene expression in Arabidopsis."
19648297,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19648297,2009,"Jurkuta RJ, et al.",Partitioning the apical domain of the Arabidopsis embryo requires the BOBBER1 NudC domain protein.
21571669,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/21571669,2011,"Trotta A, et al.",Regulatory subunit B'gamma of protein phosphatase 2A prevents unnecessary defense reactions under low light in Arabidopsis.
10198075,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/10198075,1999,"Hong B, et al.",Identification of a calmodulin-regulated Ca2+-ATPase in the endoplasmic reticulum
20852069,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20852069,2010,"Mortimer JC, et al.",Absence of branches from xylan in Arabidopsis gux mutants reveals potential for simplification of lignocellulosic biomass.
15772285,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15772285,2005,"Zhang Y, et al.","A putative nucleoporin 96 Is required for both basal defense and constitutive resistance responses mediated by suppressor of npr1-1,constitutive 1"
16915520,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16915520,2006,"Parsley K, et al.",The Arabidopsis PPDK gene is transcribed from two promoters to produce differentially expressed transcripts responsible for cytosolic and plastidic proteins
15772282,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15772282,2005,"Abdel-Ghany SE, et al.",Two P-type ATPases are required for copper delivery in Arabidopsis thaliana chloroplasts
17449644,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/17449644,2007,"Nerlich A, et al.",Deficiency in phosphatidylserine decarboxylase activity in the psd1 psd2 psd3 triple mutant of Arabidopsis affects phosphatidylethanolamine accumulation in mitochondria.
16473965,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16473965,2006,Eastmond PJ,SUGAR-DEPENDENT1 encodes a patatin domain triacylglycerol lipase that initiates storage oil breakdown in germinating Arabidopsis seeds
16473966,,,"MS/MS,GFP",,http://www.ncbi.nlm.nih.gov/pubmed/16473966,2006,"Karlova R, et al.",The Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 protein complex includes BRASSINOSTEROID-INSENSITIVE1
12954611,,,"MS/MS,GFP",,http://www.ncbi.nlm.nih.gov/pubmed/12954611,2003,"Chew O, et al.",Molecular definition of the ascorbate-glutathione cycle in Arabidopsis mitochondria reveals dual targeting of antioxidant defenses in plants
16473969,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16473969,2006,"Stein M, et al.","Arabidopsis PEN3/PDR8, an ATP binding cassette transporter, contributes to nonhost resistance to inappropriate pathogens that enter by direct penetration"
19306843,,,GFP,,http://dx.doi.org/10.1016/j.bbrc.2009.03.091,2009,Li HT et al.,Knock-out of Arabidopsis AtNHX4 gene enhances tolerance to salt stress.
23964026,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23964026,2013,"Tsiatsiani L, et al.",The Arabidopsis metacaspase9 degradome.
26699939,,,GFP,,,2016,Dou XY et al.,AtTMEM18 plays important roles in pollen tube and vegetative growth in Arabidopsis.
27177187,,,MS/MS,,http://dx.doi.org/10.1080/15592324.2016.1183087,2016,Fakih Z et al.,An unbiased nuclear proteomics approach reveals novel nuclear protein components that participates in MAMP-triggered immunity.
21464319,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/21464319,2011,"Babiychuk E, et al.",Plastid gene expression and plant development require a plastidic protein of the mitochondrial transcription termination factor family.
15965119,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15965119,2005,"Endo M, et al.",Phytochrome B in the mesophyll delays flowering by suppressing FLOWERING LOCUS T expression in Arabidopsis vascular bundles
11844103,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/11844103,2002,"Saito C, et al.",A complex and mobile structure forms a distinct subregion within the continuous vacuolar membrane in young cotyledons of Arabidopsis
16207757,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16207757,2005,"Ryu KH, et al.",The WEREWOLF MYB protein directly regulates CAPRICE transcription during cell fate specification in the Arabidopsis root epidermis
16617101,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16617101,2006,"Sakuma Y, et al.","Functional analysis of an Arabidopsis transcription factor, DREB2A, involved in drought-responsive gene expression"
15456765,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15456765,2004,"Edqvist J, et al.",Plants express a lipid transfer protein with high similarity to mammalian sterol carrier protein-2
23820729,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23820729,2013,"Wu XN, et al.",Sucrose-induced receptor kinase SIRK1 regulates a plasma membrane aquaporin in Arabidopsis.
21828290,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/21828290,2011,"Chen M, et al.",Plastid uridine salvage activity is required for photoassimilate allocation and partitioning in Arabidopsis.
26111864,,,GFP,,http://doi.org/10.1007/s00497-015-0265-3,2015,Ichikawa M et al.,Nuclear membrane localization during pollen development and apex-focused polarity establishment of SYP124/125 during pollen germination in Arabidopsis thaliana.
15677481,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15677481,2005,"Schneider K, et al.",A new type of peroxisomal acyl-coenzyme A synthetase from Arabidopsis thaliana has the catalytic capacity to activate biosynthetic precursors of jasmonic acid
24617758,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/24617758,2014,"Müller M, et al.","Decreased capacity for sodium export out of Arabidopsis chloroplasts impairs salt tolerance, photosynthesis and plant performance."
15653794,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15653794,2004,"Kobae Y, et al.",Zinc transporter of Arabidopsis thaliana AtMTP1 is localized to vacuolar membranes and implicated in zinc homeostasis
20124190,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20124190,2010,"Séveno M, et al.",Characterization of a putative 3-deoxy-D-manno-2-octulosonic acid (Kdo) transferase gene from Arabidopsis thaliana.
17644624,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/17644624,2007,"Zhou X, et al.",RTE1 is a Golgi-associated and ETR1-dependent negative regulator of ethylene responses
16856980,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16856980,2006,"Vermeer JE, et al.",Visualization of PtdIns3P dynamics in living plant cells
19372224,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19372224,2009,"Gutman BL, et al.",Evidence for base excision repair of oxidative DNA damage in chloroplasts of Arabidopsis thaliana.
21169346,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/21169346,2011,"Wolf I, et al.",Light-regulated nuclear import and degradation of Arabidopsis phytochrome-a N-terminal fragments.
12972666,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/12972666,2003,"Michalecka AM, et al.",Arabidopsis genes encoding mitochondrial type II NAD(P)H dehydrogenases have different evolutionary origin and show distinct responses to light
14564522,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/14564522,2004,"Roth C, et al.","Characterization of a protein of the plastid inner envelope having homology to animal inorganic phosphate, chloride and organic-anion transporters"
11867638,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/11867638,2002,"Kosugi S, et al.","E2Ls, E2F-like repressors of Arabidopsis that bind to E2F sites in a monomeric form"
16723734,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16723734,2006,"Kohorn BD, et al.","Wall-associated kinase 1 (WAK1) is crosslinked in endomembranes, and transport to the cell surface requires correct cell-wall synthesis"
20802223,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20802223,2010,"Takahashi Y, et al.","HINKEL kinesin, ANP MAPKKKs and MKK6/ANQ MAPKK, which phosphorylates and activates MPK4 MAPK, constitute a pathway that is required for cytokinesis in Arabidopsis thaliana."
19073648,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19073648,2009,"Yuan L, et al.","AtAMT1;4, a pollen-specific high-affinity ammonium transporter of the plasma membrane in Arabidopsis."
23686240,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23686240,2013,"Jewaria PK, et al.","Differential effects of the peptides Stomagen, EPF1 and EPF2 on activation of MAP kinase MPK6 and the SPCH protein level."
19675150,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19675150,2009,"Conte S, et al.",Multiple antibiotic resistance in Arabidopsis is conferred by mutations in a chloroplast-localized transport protein.
16672254,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16672254,2006,"Higaki T, et al.",Actin microfilaments regulate vacuolar structures and dynamics: Dual observation of actin microfilaments and vacuolar membrane in living tobacco BY-2 cells
17407539,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/17407539,2007,"Fabre N, et al.",Characterization and expression analysis of genes encoding alpha and beta carbonic anhydrases in Arabidopsis.
17189342,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/17189342,2006,"Van Damme D, et al.","Somatic cytokinesis and pollen maturation in Arabidopsis depend on TPLATE, which has domains similar to coat proteins"
24832081,,,MS/MS,,http://www.ncbi.nlm.nih.gov/pubmed/24832081,2014,Zhang XN et al.,Phosphothreonine 218 is required for the function of SR45.1 in regulating flower petal development in Arabidopsis.
22627139,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/22627139,2012,"Liu X, et al.","AtPP2CG1, a protein phosphatase 2C, positively regulates salt tolerance of Arabidopsis in abscisic acid-dependent manner."
26979064,,,GFP,,http://dx.doi.org/10.1007/s10265-016-0787-2,2016,Nagata C et al.,"A novel-type phosphatidylinositol phosphate-interactive, Ca-binding protein PCaP1 in Arabidopsis thaliana: stable association with plasma membrane and partial involvement in stomata closure."
10899980,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/10899980,2000,"Zuo J, et al.","KORRIGAN, an Arabidopsis endo-1,4-beta-glucanase, localizes to the cell plate by polarized targeting and is essential for cytokinesis"
19218364,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19218364,2009,"Lu SX, et al.",CIRCADIAN CLOCK ASSOCIATED1 and LATE ELONGATED HYPOCOTYL function synergistically in the circadian clock of Arabidopsis.
11711433,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/11711433,2001,"Desnos T, et al.",FHY1: a phytochrome A-specific signal transducer
23536609,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23536609,2013,"Cook GS, et al.",Plant WEE1 kinase is cell cycle regulated and removed at mitosis via the 26S proteasome machinery.
24323506,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/24323506,2014,"Shih CF, et al.",The NAC-like gene ANTHER INDEHISCENCE FACTOR acts as a repressor that controls anther dehiscence by regulating genes in the jasmonate biosynthesis pathway in Arabidopsis.
10652124,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/10652124,1999,"Lao NT, et al.",An Arabidopsis gene encoding a chloroplast-targeted beta-amylase
23335615,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23335615,2013,"Zhou J, et al.",Cell-to-Cell Movement of Two Interacting AT-Hook Factors in Arabidopsis Root Vascular Tissue Patterning.
18952772,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/18952772,2008,"Han IS, et al.",Phytochrome A regulates the intracellular distribution of phototropin 1-green fluorescent protein in Arabidopsis thaliana.
12447444,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/12447444,2002,"Takano J, et al.",Arabidopsis boron transporter for xylem loading
16725371,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16725371,2006,"Fores O, et al.","Arabidopsis thaliana expresses two functional isoforms of Arvp, a protein involved in the regulation of cellular lipid homeostasis"
26702056,,,GFP,,,2016,Qi Y et al.,A Putative Chloroplast Thylakoid Metalloprotease VIRESCENT3 Regulates Chloroplast Development in Arabidopsis thaliana.
16889648,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16889648,2006,"Verslues PE, et al.","Mutation of SAD2, an importin beta-domain protein in Arabidopsis, alters abscisic acid sensitivity"
15579666,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15579666,2005,"Kawashima CG, et al.",Characterization and expression analysis of a serine acetyltransferase gene family involved in a key step of the sulfur assimilation pathway in Arabidopsis
27322763,,,GFP,,http://dx.doi.org/10.1111/nph.14049,2016,Pernisova M et al.,Cytokinins influence root gravitropism via differential regulation of auxin transporter expression and localization in Arabidopsis.
18266916,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/18266916,2008,"Motose H, et al.",A NIMA-related protein kinase suppresses ectopic outgrowth of epidermal cells through its kinase activity and the association with microtubules.
26987276,,,MS/MS,,http://dx.doi.org/10.1016/j.bbapap.2016.03.009,2016,Melonek J et al.,Multifunctionality of plastid nucleoids as revealed by proteome analyses.
28536102,,,GFP,,,2017,Balcerowicz M et al.,SPA Proteins Affect the Subcellular Localization of COP1 in the COP1/SPA Ubiquitin Ligase Complex during Photomorphogenesis.
26025542,,,GFP,,http://doi.org/10.1016/j.plantsci.2015.04.013,2015,Mulekar JJ et al.,Arabidopsis casein kinase 2 α4 subunit regulates various developmental pathways in a functionally overlapping manner.
12417697,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/12417697,2002,"Cheng WH, et al.",A unique short-chain dehydrogenase/reductase in Arabidopsis glucose signaling and abscisic acid biosynthesis and functions
20202172,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20202172,2010,"Pracharoenwattana I, et al.",Arabidopsis has a cytosolic fumarase required for the massive allocation of photosynthate into fumaric acid and for rapid plant growth on high nitrogen.
22570441,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/22570441,2012,"Gao C, et al.",The Golgi-localized Arabidopsis endomembrane protein12 contains both endoplasmic reticulum export and Golgi retention signals at its C terminus.
14593120,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/14593120,2004,"Peltier JB, et al.","Clp protease complexes from photosynthetic and non-photosynthetic plastids and mitochondria of plants, their predicted three-dimensional structures, and functional implications."
28575401,,,GFP,,,2017,Prabhakaran Mariyamma N et al.,Localization of Arabidopsis FORKED1 to a RABA-positive compartment suggests a role in secretion.
16926493,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16926493,2006,"Fujibe T, et al.",Overexpression of the RADICAL-INDUCED CELL DEATH1 (RCD1) gene of Arabidopsis causes weak rcd1 phenotype with compromised oxidative-stress responses
11870776,,,MS/MS,,http://www.ncbi.nlm.nih.gov/pubmed/11870776,2002,"Werhahn W, et al.",Biochemical dissection of the mitochondrial proteome from Arabidopsis thaliana by three-dimensional gel electrophoresis
11226195,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/11226195,2001,"Kohchi T, et al.","The Arabidopsis HY2 gene encodes phytochromobilin synthase, a ferredoxin-dependent biliverdin reductase"
19584524,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19584524,2009,"Fujiwara MT, et al.",Further evaluation of the localization and functionality of hemagglutinin epitope- and fluorescent protein-tagged AtMinD1 in Arabidopsis thaliana.
24556575,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/24556575,2014,"Blaum BS, et al.","Structure of the pseudokinase domain of BIR2, a regulator of BAK1-mediated immune signaling in Arabidopsis."
23690534,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23690534,2013,"Xia S, et al.",Regulation of transcription of nucleotide-binding leucine-rich repeat-encoding genes SNC1 and RPP4 via H3K4 trimethylation.
25837856,,,GFP,,http://doi.org/10.1007/s11120-015-0131-z,2015,Yang Z et al.,Purine biosynthetic enzyme ATase2 is involved in the regulation of early chloroplast development and chloroplast gene expression in Arabidopsis.
22576848,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/22576848,2012,"Nakasone A, et al.","SMALL ACIDIC PROTEIN1 acts with RUB modification components, the COP9 signalosome, and AXR1 to regulate growth and development of Arabidopsis."
16617119,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16617119,2006,"Gao H, et al.","FZL, an FZO-like protein in plants, is a determinant of thylakoid and chloroplast morphology"
26232565,,,MS/MS,,http://doi.org/10.1016/j.jprot.2015.07.004,2015,Hummel M et al.,Proteomic LC-MS analysis of Arabidopsis cytosolic ribosomes: Identification of ribosomal protein paralogs and re-annotation of the ribosomal protein genes.
27541283,,,GFP,,,2016,Lin YC et al.,Arabidopsis phosphatidylglycerophosphate phosphatase 1 involved in phosphatidylglycerol biosynthesis and photosynthetic function.
19029297,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19029297,2009,"Kamiya T, et al.","NIP1;1, an aquaporin homolog, determines the arsenite sensitivity of Arabidopsis thaliana."
21053011,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/21053011,2011,"Missihoun TD, et al.",Betaine aldehyde dehydrogenase genes from Arabidopsis with different sub-cellular localization affect stress responses.
16455656,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16455656,2006,"Ye H, et al.",CpSufE activates the cysteine desulfurase CpNifS for chloroplastic Fe-S cluster formation
22516478,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/22516478,2012,"Su W, et al.",The Arabidopsis Homolog of the Mammalian OS-9 Protein Plays a Key Role in the Endoplasmic Reticulum-Associated Degradation of Misfolded Receptor-Like Kinases.
20501909,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20501909,2010,"Li JY, et al.",The Arabidopsis nitrate transporter NRT1.8 functions in nitrate removal from the xylem sap and mediates cadmium tolerance.
23268310,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23268310,2013,"Zhang J, et al.",Molecular character of a phosphatase 2C (PP2C) gene relation to stress tolerance in Arabidopsis thaliana.
23027663,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23027663,2012,"Niehl A, et al.",Control of Tobacco mosaic virus Movement Protein Fate by CELL-DIVISION-CYCLE Protein48.
24727099,,,MS/MS,,http://www.ncbi.nlm.nih.gov/pubmed/24727099,2014,"König AC, et al.",The mitochondrial lysine acetylome of Arabidopsis.
22773749,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/22773749,2012,"Péret B, et al.",AUX/LAX genes encode a family of auxin influx transporters that perform distinct functions during Arabidopsis development.
28406455,,,GFP,,,2017,Pečenková T et al.,Subcellular Localization of Arabidopsis Pathogenesis-Related 1 (PR1) Protein.
26031782,,,GFP,,http://doi.org/10.1111/tpj.12889,2015,Han JH et al.,A nuclear-encoded chloroplast-targeted S1 RNA-binding domain protein affects chloroplast rRNA processing and is crucial for the normal growth of Arabidopsis thaliana.
14561633,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/14561633,2003,"Esch JJ, et al.",A contradictory GLABRA3 allele helps define gene interactions controlling trichome development in Arabidopsis
23532072,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/23532072,2013,"Shi H, et al.",BR-SIGNALING KINASE1 physically associates with FLAGELLIN SENSING2 and regulates plant innate immunity in Arabidopsis.
16270029,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16270029,2005,"Lanquar V, et al.",Mobilization of vacuolar iron by AtNRAMP3 and AtNRAMP4 is essential for seed germination on low iron
19413687,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19413687,2009,"Zrenner R, et al.",A functional analysis of the pyrimidine catabolic pathway in Arabidopsis.
10631247,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/10631247,2000,"Klahre U, et al.",Villin-like actin-binding proteins are expressed ubiquitously in Arabidopsis
21281364,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/21281364,2011,"Garcia-Molina A, et al.",The intracellular Arabidopsis COPT5 transport protein is required for photosynthetic electron transport under severe copper deficiency.
14595688,,,MS/MS,,http://www.ncbi.nlm.nih.gov/pubmed/14595688,2003,"Borderies G, et al.",Proteomics of loosely bound cell wall proteins of Arabidopsis thaliana cell suspension cultures: a critical analysis
21143678,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/21143678,2010,"Chevalier L, et al.",Subcompartment localization of the side chain xyloglucan-synthesizing enzymes within Golgi stacks of tobacco suspension-cultured cells.
24270628,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/24270628,2013,"Pereira LG, et al.",Localization of arabinogalactan protein 6 fused with Sirius ultramarine fluorescent protein in Arabidopsis pollen and pollen tubes.
19150360,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19150360,2009,"Grasser M, et al.",Transcript elongation factor TFIIS is involved in arabidopsis seed dormancy.
16679457,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16679457,2006,"Takano J, et al.",The Arabidopsis major intrinsic protein NIP5;1 is essential for efficient boron uptake and plant development under boron limitation
14614826,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/14614826,2003,"Mathur J, et al.",A novel localization pattern for an EB1-like protein links microtubule dynamics to endomembrane organization
15632053,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15632053,2005,"daSilva LLP, et al.",Receptor salvage from the prevacuolar compartment is essential for efficient vacuolar protein targeting
16113208,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16113208,2005,"Suetsugu N, et al.","An auxilin-like J-domain protein, JAC1, regulates phototropin-mediated chloroplast movement in Arabidopsis"
16113209,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16113209,2005,"Fan J, et al.",The Arabidopsis PEX12 gene is required for peroxisome biogenesis and is essential for development
17883375,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/17883375,2007,"Van Aken O, et al.",Mitochondrial type-I prohibitins of Arabidopsis thaliana are required for supporting proficient meristem development
18634751,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/18634751,2008,"Tajima H, et al.",Identification of an Arabidopsis transmembrane bZIP transcription factor involved in the endoplasmic reticulum stress response.
16545471,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16545471,2006,Logan DC,Plant mitochondrial dynamics
12068105,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/12068105,2002,"Swain SM, et al.",SPINDLY is a nuclear-localized repressor of gibberellin signal transduction expressed throughout the plant
24040826,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/24040826,2013,"Hoepflinger MC, et al.",The effect of translationally controlled tumour protein (TCTP) on programmed cell death in plants.
19395411,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/19395411,2009,"Quint M, et al.",Arabidopsis IAR4 modulates auxin response by regulating auxin homeostasis.
20214804,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/20214804,2010,"Tam PP, et al.","The Puf family of RNA-binding proteins in plants: phylogeny, structural modeling, activity and subcellular localization."
15247388,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/15247388,2004,"Vanstraelen M, et al.",A plant-specific subclass of C-terminal kinesins contains a conserved a-type cyclin-dependent kinase site implicated in folding and dimerization
22447688,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/22447688,2012,"Bjerkan KN, et al.",Arabidopsis WD REPEAT DOMAIN55 Interacts with DNA DAMAGED BINDING PROTEIN1 and Is Required for Apical Patterning in the Embryo.
21078824,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/21078824,2011,"Li J, et al.",Cellular and subcellular localization of flavin-monooxygenases involved in glucosinolate biosynthesis.
16028112,,,GFP,,http://www.ncbi.nlm.nih.gov/pubmed/16028112,2005,"Kawabe A, et al.",Characterization of plant Aurora kinases during mitosis
